allergens,product_name,fat_100g,energy_100g,sugars_100g,carbohydrates_100g,fiber_100g,proteins_100g,potassium_100g
"LAIT, NOISETTES",Chocolat lait noisette,40.92,2460.0,43.67,45.32,,7.52,
,Chocolat noir Irish whisky,40.4,2218.0,24.61,28.74,,7.16,
,Pop corn,,,,,,,
,Pâte à tartiner Lait Noisette Pétillant,34.0,2322.0,44.0,51.0,,8.0,
,Pâte à tartiner Noir noisettes pistache,38.0,2368.0,41.0,44.0,,7.4,
,Multigrain Ciabatta Buns,,,,,,,
,Fondant au chocolat,18.0,1920.0,50.0,66.0,,5.8,
,Carrot cake,3.4,1586.0,53.9,80.6,,5.1,
,Crêpes maison,2.1,1540.0,15.0,75.0,,10.0,
,Jambon de porc Manex,15.0,1180.0,0.1,0.5,,29.0,
,Brioches roulées avec raisins,6.0,536.0,19.0,50.0,1.0,7.0,
"BUTTER, SOYA, ALMONDS, ALMONDS",Chocolat noir amandes caramelisées,37.0,2297.0,36.0,39.0,,9.0,
,เล็บมือนาง (ตีนไก่ ),,,,,,,
,Kochspeck,,,,,,,
,Hot Dog Relish,,,,,,,
,Cassoulet à la graisse d’oie,,,,,,,
,Chocolat,38.0,2330.0,43.0,44.0,,10.0,
,Tripoux,5.2,1682.0,1.9,2.4,,4.3,
,Hachis parmentier,7.2,632.0,1.8,10.0,,11.0,
,Confiture pommes-mûres,0.0,1013.0,59.0,60.0,,0.0,
sulfites,Côtes du Rhône Villages 2014,,,,,,,
,Butter Croissants,16.88,1523.0,5.19,44.16,1.3,7.79,
,Wild Blueberry Muffins,15.74,1548.0,25.93,47.22,0.9,6.48,
,Bolillos,4.26,1159.0,2.13,51.06,2.1,9.57,
,Biscuit,20.0,1452.0,2.67,33.33,1.3,8.0,
,Biscuit,16.0,1339.0,9.33,38.67,1.3,5.33,
,Oatmeal Raisin Cookie,17.7,1778.0,37.17,61.95,1.8,3.54,
en:gluten,Sliced Plain Bagel,1.18,1527.0,4.71,71.76,2.4,12.94,
,Scone,25.88,1920.0,30.59,52.94,2.4,3.53,
,Belgian Vanilla Waffle,22.35,2067.0,28.24,67.06,2.4,8.24,
,Seasonal Cookie Platter,21.43,1866.0,35.71,60.71,1.8,3.57,
,Muffin,21.76,1749.0,32.94,51.76,2.4,5.88,
,Muffin,15.88,1477.0,25.88,45.88,1.2,6.47,
,Freshly Baked Italian Loaf,0.0,941.0,0.0,42.86,1.8,7.14,
,Freshly Baked Apple Pie,13.82,1155.0,23.58,39.02,1.6,1.63,
,Snickerdoodle Cookies,21.43,1866.0,32.14,60.71,1.8,3.57,
,Freshly Baked In Store Cherry Turnover,22.35,1674.0,18.82,45.88,1.2,4.71,
,Apple Turnover,22.35,1623.0,15.29,42.35,2.4,4.71,
,Pineapple Coconut Muffins,18.52,1665.0,32.41,52.78,0.9,6.48,
,Assorted Strudel Bite,21.43,1569.0,21.43,48.21,1.8,1.79,
,Freshly Baked Chocolat Croissant,23.33,1812.0,11.67,45.0,1.7,8.33,
,Cornbread,18.64,1632.0,22.03,50.85,1.7,6.78,
,La Brea Bakery Ciabatta Loaf Freshly Baked In Store,3.51,1176.0,0.0,52.63,1.8,8.77,
,Al-Seedawi,50.0,2686.0,0.0,18.0,6.0,30.0,
,Crema de leche,13.0,1297.0,37.0,41.0,,6.0,
,Zumo de Piña,,,,,,,
,Clyde and the caterpillar cake,17.0,1749.0,46.0,61.0,,4.2,
"Vollmilchpulver, Vollmilchpulver, Soja, Butterreinfett, Haselnusskerne, Soja, Mandeln, Pisatazien, Magermilchpulver",Belgische Pralinen,33.3,2257.0,51.5,53.8,,4.7,
,Belgian Choc Chip Waffle,22.35,2117.0,29.41,68.24,2.4,8.24,
,Chocolate Scone,39.29,2912.0,46.43,80.36,3.6,5.36,
,Foie gras de canard entier du sud-ouest,48.2,2029.0,0.9,4.4,,9.2,
,Jus d'orange 25cl,,,,,,,
,Confiture de fraises et griottes,,,,,,,
,Boule de pain,1.1,1184.0,2.9,59.0,,8.3,
,Boule tranchée,1.1,1184.0,2.9,59.0,,8.3,
,Pain complet tranché,1.2,1042.0,2.2,48.0,,9.1,
,PAIN AU SON,1.1,849.0,1.2,38.0,,7.3,
,Pain de mie,,,,,,,
,Gros pain,1.1,1184.0,2.9,59.0,,8.3,
,Couronne des rois,13.0,1602.0,15.0,57.0,,8.7,
,Baguette Cereale,,,,,,,
,Donuts fourrage vanille,17.0,1427.0,14.0,43.0,,4.3,
,Pain seigle,,,,,,,
,Eclairs choco X2,15.0,1159.0,19.0,31.0,,3.5,
,Pain,,,,,,,
,Baguette,0.0,0.0,0.0,0.0,,0.0,
,Donut's nature sucre,24.0,1745.0,17.0,44.0,,6.1,
,mini doony's chocolat x8,,,,,,,
,Maxi pain au chocolat,23.0,1749.0,12.0,44.0,,7.4,
,hrenovka za pečenje na žaru hofer,,,,,,,
,Clémentines,,,,,,,
,PAINS CHOCO AOP X 5,27.0,1824.0,12.0,40.0,,7.9,
,Torsade chocolat x4,15.0,1301.0,16.0,38.0,,4.9,
,Plain bagels,1.5,1151.0,5.1,55.0,,9.4,
,Crêpe fabrication maison,8.4,1013.0,16.0,35.0,,6.5,
"Wheat Flour, Milk, Walnuts, Almonds, Nut, Wheat Flour, Barley",Luxury Christmas Pudding,7.0,1284.0,44.0,54.2,4.7,3.9,
"Wheat Flour, Milk, Walnuts, Almonds, Nut, Wheat Flour, Barley Malt Extract",Luxury Christmas Pudding,7.0,1284.0,44.0,54.2,4.7,3.9,
,Schoko Duo,24.3,2090.0,,62.9,,7.14,
,Kartoffelpüree (zubereitet),,268.0,1.2,11.8,,1.9,
,From.fond.ste Creme 23%MG,83.0,1125.0,1.6,1.6,,14.0,
,Pastille Vichy,0.0,1046.0,0.0,95.0,0.0,0.0,
,Kitkat White Wafers,12.0,920.0,19.0,27.0,,2.0,
,Reese's sticks,35.0,920.0,5.0,23.0,23.0,,
,Big cup,31.0,2092.0,50.0,57.0,,10.0,
,Cookies 'n' creme,27.9,2142.0,44.2,60.5,,7.0,
,Reese's,22.0,444.0,22.0,22.0,,5.0,
,Thé vert s’enchaîne bio,,,,,,,
"LAIT, LAIT, LAIT, LACTOSE",Reese's 2 Peanut Butter Cups,31.0,2092.0,50.0,57.1,,11.9,
,Céleri Rémoulade,13.0,607.0,2.0,3.5,,2.0,
,Physalis,8.4,1105.0,40.3,62.5,,6.8,
,Lapin en morceaux,,,,,,,
,Croissant,21.0,1602.0,6.9,40.0,,6.8,
,37CL Cornichons Aigre Doux Kuhne,0.2,126.0,4.7,4.9,0.0,0.9,
,Cornichons Aigres-doux Recette Paysanne - Kûhn,,,,,,,
,Cornichons à La Russe Kühne 970 G (530 G égoutté),0.2,109.0,3.8,4.0,,0.9,
"en:milk,en:peanuts,en:soybeans",M&M's Peanut Butter,30.5,2360.0,51.6,51.6,0.0,0.0,
,"Pepsi, Nouveau goût !",0.0,177.0,10.4,10.4,0.0,0.0,
,Milky Way Simply Caramel,,,,,,,
,Pain mais et graines de tournesol,4.6,1180.0,3.3,47.6,,10.3,
,Pain fantaisie,,,,,,,
,Fuzetea schwarzer Tee Zitrone,,,,,,,
,Fuzetea schwarzer Tee Pfirsich,,,,,,,
,supa,,,,,,,
,Heinz Firecracker Sauce 220Ml,0.2,285.0,21.5,25.2,,0.6,
,Salad cream,23.5,1226.0,17.0,18.5,,1.3,
"moutarde, œuf",Heinz Squeeze Sauce Salade Cream,23.8,1226.0,17.0,18.5,,1.3,
,Ginger Extra Jam,0.0,1113.0,59.0,65.9,,0.1,
,Fine Cut Marmelade - L. Roses & Co LTD - 454G,0.0,1088.0,64.8,64.8,0.0,0.2,
,Duerr's Marmelade Morceaux Fins Orange,0.1,1247.0,65.0,71.9,3.9,0.5,
,Marmelade classique a l'orange,0.0,1088.0,56.0,62.0,,0.6,
,Naturally Flavored Beverage Enhancer With Other Natural Flavors,0.0,0.0,0.0,0.0,,0.0,
,Heinz Burger Sauce 220Ml,37.0,1707.0,12.0,17.0,0.2,1.7,
,Sauce Sandwich Spread,13.0,916.0,20.8,23.7,,0.9,
,Pot 100G Moutarde Anglaise Colman,12.0,816.0,0.7,13.0,,6.8,
,HALLS Extra Strong,,1640.0,,,,,
,Coca Cola,,180.0,,,,,
,Diet Coke,,1.0,,,,,
,Blle Pet 50CL Coca Cola Cherry,0.1,180.0,10.7,10.7,,0.0,
,mini mints,0.1,0.0,0.0,97.0,,0.1,
,Amandes enrobées de chocolat,42.5,2452.0,32.7,37.8,,9.3,
,Flocons d'epeautre,2.6,1460.0,1.0,64.0,,13.3,
,Coeurs coulants au chocolat,20.0,1536.0,35.0,40.0,,5.6,
,Paupiettes de chou,6.5,452.0,3.6,6.2,1.5,5.5,
,Seelachsfilet (Köhler),0.9,339.0,0.1,0.1,0.1,18.3,
,"Pavés de saumon, nature",10.3,703.0,0.0,0.0,0.0,18.9,
"œuf, blé",Galette de Pommes de Terre,3.1,573.0,0.8,24.0,2.2,2.2,
,Knuper crusties,10.0,841.0,1.0,24.0,2.5,2.5,
,Bunte Früchteauslese,0.4,205.0,8.4,9.2,,1.0,
,Pudding-Schnecken,,,,,,,
,Poêlée de riz et saumon sauvage,4.9,469.0,1.6,11.4,,5.0,
,Chicken Chips,7.2,828.0,0.5,17.6,,15.3,
,Bruschetta Pomodoro,9.9,962.0,2.8,25.5,,8.5,
,Frühlingsrollen,,,,,,,
,Marillenknödel,,,,,,,
,Dorade-sébaste meunière,2.5,452.0,1.5,9.3,0.5,11.8,
,Riesensadwich,9.6,795.0,12.8,19.0,,5.2,
,Bo loempias,5.6,623.0,2.8,16.1,,7.8,
,BoFrost Nudelpfanne,,,,,,,
,Asiapfanne xian style,1.2,322.0,2.5,9.7,,6.1,
,Lasagnes aux saumon et aux épinards,6.3,527.0,1.5,10.5,,6.5,
,Gaufres de Bruxelles,16.3,1276.0,0.6,32.5,,6.5,
,Pâte feuilletée,24.1,1598.0,3.5,33.0,,7.2,
,Brochettes de poulet Hawaï,0.8,301.0,4.2,4.8,,11.0,
,Loop fries,9.0,787.0,1.0,23.0,,2.5,
,Tartines À L'italienne,5.9,849.0,2.6,26.9,,8.4,
"en:eggs,en:gluten,en:milk",Crêpes jambon fromage,6.6,678.0,3.7,17.0,0.9,8.2,
,Nems de poulet,8.1,812.0,1.6,21.2,,8.3,
,Boulettes au boeuf charolais et à l'oignon,15.0,883.0,0.5,3.2,,15.0,
,Foie de veau coupe bouchère,3.3,456.0,0.01,2.0,,17.7,
,Épaule de porcelet rôtie,11.9,837.0,0.1,1.9,,21.3,
,Aiguillettes de poulet marinées,4.0,431.0,0.3,0.3,,20.0,
,Pomme dauphine,17.0,1163.0,1.6,24.0,2.7,5.9,
,Gratin Dauphinois,8.9,2473.0,3.0,12.0,,2.8,
,Purée de potiron et oignons rissolés,2.1,268.0,3.6,8.6,,1.5,
,Soupe au potiron et éclats de châtaignes,2.5,213.0,2.4,4.1,3.0,1.6,
,Velouté aux petits pois et lardons,,,,,,,
,Fondants aux courgettes,11.0,577.0,2.0,6.0,,3.4,
,Charlottes à la forestiere,14.9,736.0,1.4,4.4,,4.8,
,Poêlée cuisinée aux asperges,7.6,464.0,2.0,4.3,,4.7,
,Babas au rhum,10.5,1130.0,16.5,35.1,,2.1,
,Bûche roulée Élégance,28.2,1686.0,24.3,29.4,,6.1,
,Beignet légumes d'aubergines,18.0,1017.0,2.9,16.0,,2.9,
,Cordonbleu,10.3,795.0,0.5,8.8,,14.8,
,Bofrost Free Tortelli Ricotta,6.0,787.0,0.6,24.0,,9.0,
,Petits pains aux graines sans gluten et sans lactose,7.4,1025.0,1.1,37.6,,5.6,
,Free,7.9,1113.0,2.2,49.9,,6.2,
,Persil,0.4,724.0,1.0,3.3,,4.1,
,Plantes aromatiques méditerranéennes,0.6,243.0,0.6,6.0,,3.8,
,Nacho nuss-nougat,22.6,1569.0,28.2,37.2,,4.6,
,Cordon Bleu vom Schwein,,,,,,,
,Chicken Wings,,,,,,,
,Fausse limande du Pacifique dans une panire aux céréales,2.0,506.0,1.2,12.0,,13.0,
,Tartelettes au saumon,14.6,1021.0,2.8,20.3,,6.9,
,Petits pains complets aux graines,9.5,1142.0,1.7,32.3,8.0,10.5,
"beurre, lait, soja, lait, crème, blé, œuf, lait, lait",Big Choco Framboise,20.3,1364.0,30.2,31.0,,3.5,
,Tarte saumon épinards,14.0,992.0,1.0,20.0,1.1,7.3,
,Tarte Poireaux Et Lardons,17.0,1079.0,1.0,18.0,1.4,7.5,
,Tarte à la provençale et chèvre,12.0,883.0,2.0,20.0,,5.2,
,Muffins apéritifs bloc de foie gras et figue,24.6,1611.0,6.5,31.0,,8.9,
,Taboulé de petit épeautre,8.0,649.0,2.4,13.2,4.4,5.4,
,Panier noix de saint Jacques,16.0,1067.0,1.2,19.0,1.2,6.8,
,Panier chèvre épinards,18.0,1105.0,0.9,18.0,,6.7,
,Tresses de volaille à la forestière,12.0,1017.0,1.8,25.0,,7.4,
,Tartes fines Saint Jacques et poireaux,14.0,946.0,1.4,17.0,,7.8,
,Coquilles Saint-Jacques Nantaises,9.4,632.0,1.1,5.3,,10.6,
,Coquilles st Jacques prestige,13.0,720.0,1.2,6.7,,6.8,
,Coquille crevettes et boursin,13.0,699.0,0.8,3.0,,6.5,
,Food balls italia,16.5,1255.0,4.2,24.6,2.0,12.2,
,Food balls,20.4,1360.0,4.1,22.09,,11.8,
,Food'balls,18.6,1381.0,1.7,27.6,,11.7,
,Poelee du dauphine,7.4,544.0,2.1,9.4,1.0,6.3,
,Cannellonis a la bolognaise,11.0,707.0,2.6,10.3,,6.8,
,Quenelles de brochet sauce Nantua,11.0,586.0,0.6,5.1,0.5,4.6,
,Polenta ball's à poêler,2.5,665.0,1.3,29.0,,3.7,
,Medaillon de porcelet,8.0,678.0,0.1,1.7,,20.8,
,Cuisses de poulet,15.0,862.0,1.7,1.7,,16.0,
,Crêpes bretonnes façon tatin,4.2,828.0,15.8,36.0,,3.5,
,Tarte aux abricots,8.0,1029.0,25.0,40.0,,3.3,
,Pasteis de nata,10.9,1151.0,17.3,39.1,,4.6,
,Rhum Caramargue  à la fleur de sel,,,,,,,
,Chicken Nachos,10.9,1025.0,1.5,22.4,0.9,13.9,
,Mini cheese,13.2,1192.0,7.3,26.0,,15.1,
,Salami,,,,,,,
,Sol,,,,,,,
,Cauliflower,0.9,144.0,2.5,2.9,1.8,3.6,
,Nerds,,,,,,,
,Wild about Nerds,0.0,251.0,14.0,14.0,,0.0,
,B. slim,0.0,0.0,0.0,0.0,0.0,0.0,
,Acqua oligominerale San benedetto frizzante,,,,,,,
,Nutella,,2278.0,,,,,
,Nutella,27.0,2180.0,47.1,60.7,,7.2,
,Bresaola,2.0,8.0,0.5,0.5,,34.0,
,Huile d'olive vierge extra,92.0,3464.0,0.0,0.0,,0.0,
,Thick Rolled Oats,7.5,1780.0,,75.0,12.5,15.0,
,Green Lentils,0.0,1430.0,2.86,62.9,11.4,25.7,
,Pain spécial maïs tournesol campanière,,,,,,,
,Danonino,,,,,,,
mostaza,Salsa de mostaza,3.5,320.0,,7.5,,3.6,
,Ajoarriero,42.2,1966.0,0.15,11.4,,8.7,
,Marmite Original Pate A Tartiner 125G,0.5,1088.0,1.2,30.0,3.5,34.0,
,Tomato Ketchup Heinz Ouverture En Bas,0.1,427.0,22.8,23.2,,1.2,
céleri,Tomato Ketchup,0.1,427.0,22.8,23.2,,1.2,
,7Up,0.0,177.0,10.4,10.4,,0.0,
,Pavé du Larzac,1.8,1125.0,2.6,52.6,,9.0,
,Horseradish cream,,,,,,,
,Pavé Multicéréales,4.1,1134.0,2.3,46.0,,9.6,
,Bûche la forêt noire,21.8,1326.0,22.5,24.8,,4.6,
,Pain aux 2 lins,5.0,1105.0,3.0,40.0,,30.0,
,Pain aux 2 lins,5.0,1105.0,3.1,40.5,,10.0,
"en:eggs,en:gluten,en:milk",Madeleines nature,23.0,1900.0,26.0,55.0,1.5,6.0,
,Véritable pâte à tartiner noisettes chocolat noir,48.0,2582.0,32.0,36.0,,8.0,
,Poutargue de mulet,22.7,1577.0,0.2,2.4,,40.5,
,Poulet epicé,,,,,,,
,Chamomile Herbal Tea,0.0,0.0,,70.0,,0.0,3.2
,"Herbal Tea, Peppermint",0.0,0.0,,1.47,,0.0,0.02
,Linden Flowers Tea,0.0,0.0,,53.33,,0.0,1.2
,"Herbal Tea, Hibiscus",0.0,1117.0,,60.0,,66.67,1.5330000000000001
,Apple & Cinnamon Tea,0.0,0.0,,60.0,,66.67,1.5330000000000001
,Green Tea,0.0,0.0,,2.67,,0.0,0.077
,Shave Grass Herbal Tea,0.0,0.0,,3.33,,0.0,0.0
,"Herbal Tea, Chamomile * Mint",0.0,0.0,,3.33,,0.0,0.0
,Artichoke Herbal Tea,0.0,0.0,,3.33,,0.0,0.0
,Dieter's Herbal Tea,0.0,0.0,,0.0,,0.0,0.0
,"Kidneytea, Herbal Tea",0.0,0.0,,3.33,,0.0,0.0
,Bronchtea,0.0,0.0,,100.0,,0.0,0.0
,Sucre neige,6.0,1753.0,91.2,91.2,,0.0,
,100% Pure Canola Oil,100.0,3586.0,,0.0,,0.0,
,Original Buttery Spread,71.43,2690.0,0.0,0.0,0.0,0.0,
,"Buttery Spread, With Flaxseed Oil",57.14,2389.0,0.0,0.0,0.0,0.0,
,Snacks de mais,13.3,1824.0,0.0,71.8,,0.0,
,Pain riz chateigne,,,,,,,
,Lithuanian Rye Bread,2.63,954.0,8.77,47.37,1.8,5.26,
,Escalope de dinde,,,,,,,
,Spring Onions,,,,,,,
,Yaourt brasse aux fruits,,,,,,,
,Madeleine Framboise,,,,,,,
,Croissants margarine,,,,,,,
,Magic Stars Chocolates,34.7,2330.0,53.6,54.2,,6.4,
,Magic Stars Chocolates,34.7,2330.0,,54.2,,6.4,
,Pruneau d'agen,0.3,979.0,35.0,54.0,,2.0,
,Chouquettes Intermarché &quot;moche&quot;,,,,,,,
,"Digestives Cheesecake, Lemon",25.95,2130.0,30.53,60.31,3.0,6.87,
,"Mini Gingerbread Men, Milk Chocolate",20.0,2013.0,38.6,68.2,2.0,5.8,
,Glaces vegetales des alpes,9.2,837.0,26.6,27.11,,2.22,
,Pâté de chevreuil,56.0,1933.0,1.0,5.0,,20.0,
,Poichinade curry,,,,,,,
,P'tits beignets parfum choco-noisette,5.4,423.0,19.0,48.0,,1.3,
,Organic Flourless Sprouted 7-Grain Bread,2.94,983.0,2.94,44.12,8.8,11.76,
,4 beignets à la pomme,9.6,1297.0,20.0,49.0,,6.6,
,Beignets à la pomme,10.0,1259.0,16.0,46.0,,6.2,
,Barretta proteica,13.8,1600.0,21.1,37.0,7.91,27.8,
,Gaufres traditionelles,27.0,1598.0,2.6,25.0,,8.2,
,Puppodums,0.3,1159.0,0.6,45.7,10.1,21.9,
,Cracked Wheat Sourdough Bread,,,,,,,
,RAW CACAO POWDER,,,,,,,
,Madeleines Choco Noir,25.0,1965.0,30.0,54.0,2.5,6.0,
,"Filet de colin sauce dieppoise, riz et jardinière de légumes",,,,,,,
"Sojaprotein, Weizenprotein, Molkenprotein, Wheyprotein, Milchprotein, Hühnereiweiss",Mehrkomponeneten Protein 90 C6 Haselnuß,1.0,1533.0,,2.5,,85.5,
"Sojaprotein, Weizenprotein, Molkenprotein, Wheyprotein, Milchprotein, Hühnereiweiss","Mehrkomponeneten Protein 90 C6 2,5kg Schoko",1.0,1533.0,,2.5,,85.5,
,Black Tea,0.0,4.0,,0.3,,0.0,
,The simpsons donuts,28.9,1966.0,18.2,46.3,,5.0,
,Aiguillettes de poulet,,,,,,,
,Tamarin confit piment,0.0,1565.0,88.0,92.8,,0.6,
,Monterey Jack,28.57,1494.0,0.0,3.57,0.0,25.0,
,Terrine de campagne,,,,,,,
,Frukt rod,0.0,0.0,0.0,0.0,,0.0,
,Croissants pur beurre,22.2,1732.0,7.4,45.0,,8.6,
,"Bakers Best, White Bread",1.47,983.0,5.88,50.0,2.9,8.82,
,"Bakers Best, Rye Bread",2.56,1071.0,2.56,53.85,2.6,7.69,
,Eclairs Campagniere,9.5,992.0,21.7,32.0,,4.6,
,Beignets gourmands parfum choco-noisettes,20.0,1699.0,5.4,50.0,,0.0,
"Sojaprotein, Weizenprotein, Molkenprotein, Wheyprotein, Milchprotein, Hühnereiweiss",Mehrkomponeneten Protein 90 C6 Banane,1.0,1533.0,,2.5,,85.5,
,Confit d'Oignons ou de figues,0.5,724.0,42.0,42.0,,0.5,
,Dictator,,,,,,,
,"Warner Hudson, Whisky Chocolates",18.0,1879.0,,58.0,,2.6,
,"Piasten, Chocolate Assortment",26.25,2029.0,6.5,58.75,4.2,8.75,
,Flat Leaf Parsley,,,,,,,
"en:eggs,en:gluten,en:milk",Cakes Raisins,19.0,1768.0,28.0,56.0,1.8,5.8,
,Flan,7.3,791.0,18.0,27.0,,3.6,
,Sweet 'N' Hot Salad Peppers,0.0,598.0,25.0,32.14,,0.0,
,"Big Papa's, Southern Sauce",0.0,1046.0,34.38,43.75,0.0,0.0,
,Cakes aux Fruits,15.0,1670.0,34.0,60.0,1.5,4.9,
,Chair à saucisse,,,,,,,
,Lomo de bellota  ibérico 50% raza ibérica,15.09,1322.0,0.2,0.54,,44.4,
,Tarte normande,11.0,1130.0,25.0,38.0,,4.0,
,"Between!, Dental Gum, Natural Cool Mint",0.0,837.0,,80.0,,0.0,
,"Eco-Dent, Between!, Sugar Free Dental Gum, Cinnamon",0.0,837.0,,80.0,,0.0,
,Tarte feuilletée vergeoise aux poires,,,,,,,
,Madeleines,,,,,,,
"lait, soja",Pure Whey Protein Berries & Cream,8.33,1740.0,8.67,8.67,0.33299999999999996,76.3,
"lait, soja, soja",Pure Whey Protein™ Chocolate Peanut,7.5,1745.0,10.0,10.0,0.4,75.0,
,Chaource lait cru,,,,,,,
,Knusperflakes Mit Knusprigen Cornflakes,28.0,2209.0,49.6,60.0,2.0,8.0,
,"Rum Trauben Nuss, Milk Chocolate Wih Rum Raisins & Nuts",28.0,2142.0,43.6,56.0,1.6,8.0,
,Milk Chocolate With Caramelized Almonds,31.2,2226.0,56.0,57.2,2.4,7.2,
,"Funsch, High Quality Marzipan",21.4,1929.0,51.6,55.2,4.2,9.6,
,Oatmeal Raisin Cookies,21.43,1552.0,28.57,67.86,3.6,7.14,
,The Best Peanut Butter Cookies,21.43,1703.0,28.57,67.86,3.6,7.14,
,Best Sweet-Potato Cookies,17.65,1623.0,17.65,50.0,0.0,2.94,
,Best Ginger Snap Cookies,17.65,1623.0,17.65,50.0,0.0,2.94,
,smelties,3.0,1494.0,,76.0,,8.0,
,"Ice Cream, Vanilla",11.27,883.0,16.9,22.54,0.0,2.82,
,"Ice Cream, Butter Pecan",15.49,1000.0,15.49,22.54,1.4,4.23,
,Pure Whey Protéine,6.66666666666667,1743.0,10.0,10.0,,73.3333333333332,
Soja,100% Soja Protein Haselnuss,0.5,1590.0,,1.1,,88.5,
,Decoupe de poulet façon chorizo,14.0,870.0,1.6,1.6,,19.0,
Wheyproteinkonzentrat,Whey Protein aus Molke Vanilla,4.6,1644.0,6.0,8.8,0.1,78.05,
,piadina romagnola alla riminese all'olio extra vergine di oliva,7.01,1270.0,1.62,52.2,1.88,7.09,
,Purition,,,,,,,
"en:eggs,en:gluten,en:milk,en:nuts",Financiers aux Amandes,23.0,1866.0,39.0,51.0,1.7,8.0,
,Organic tomato sauce with basil,3.8,259.0,4.2,4.5,,1.5,
,Organic tomato sauce bolognese,8.0,444.0,3.2,3.4,,4.2,
,Pain coupiagaise,,,,,,,
Wheyproteinkonzentrat,Whey Protein aus Molke 1000 Gramm Vanilla,4.6,1644.0,6.0,8.8,0.1,78.05,
,Pain platine,,,,,,,
,Pavé Complet,,,,,,,
,Croutons,,,,,,,
,Baguette constance,1.2,1184.0,3.1,56.7,,9.8,
"œufs, amande, beurre, blé, œufs, blé",Fondants Citron,24.0,1896.0,37.0,50.0,2.5,8.1,
,Aiguillette de poulet,,,,,,,
,Salted Sticks & Salted Pretzels,3.67,1548.0,1.0,70.0,,11.0,
,Le pavé du larizac,1.8,1125.0,2.6,52.6,,9.0,
Wheyproteinkonzentrat,Whey Protein aus Molke 500 Gramm Vanilla,4.6,1644.0,6.0,8.8,0.1,78.05,
,Jus de pomme,0.5,180.0,9.7,10.0,,0.5,
,"Williams, Liquor Chocolate With Williams Pear",23.0,1954.0,57.0,57.0,,4.5,
,Tartines légères 3 céréales,2.4,1540.0,1.6,74.0,6.0,9.7,
,Sea Salt Potato Chips,32.14,2243.0,0.0,57.14,3.6,7.14,1.536
,Moelleux au chocolat,27.0,1925.0,34.0,45.0,3.6,7.5,
,Pain de mie sans gluten,6.3,1167.0,4.4,48.2,5.8,4.4,
,Flocon d'avoine - complète,7.1,1552.0,1.0,60.0,,12.0,
,Dextrose & Maltodextrine mixed berry,0.0,1674.0,50.0,100.0,0.0,0.0,
,sucre de coco,0.0,1586.0,93.0,93.0,0.2,1.6,
,BactoFlor,,,,,,,
,Donuts fourrage vanille,17.0,1427.0,14.0,43.0,,4.3,
,Donuts coco noisette,24.0,1820.0,21.0,48.0,,5.8,
,Match Ball Cheese,20.9,1958.0,8.2,64.7,,5.3,
,Pain Constance aux céréales,3.0,561.0,3.8,47.9,,9.4,
,Le lin,5.4,1230.0,3.3,48.0,,11.0,
,Beignets framboises,,1272.0,12.7,,0.0,5.8,
,Eclair cafe,,,,,,,
,Solid Milk Chocolate,32.14,2318.0,55.36,58.93,1.8,7.14,
,"Madelaine Chocolate Company, Chocolate",32.5,2301.0,55.0,57.5,2.5,7.5,
,Milk Chocolate Rose,33.33,2389.0,57.14,57.14,0.0,9.52,
,Solid Dark Chocolate,32.5,2197.0,50.0,57.5,5.0,5.0,
,White Chocolate,40.0,2406.0,50.0,50.0,0.0,7.5,
,"The Madelaine Chocolate Company, Solid Milk Chocolate Cigars",32.56,2238.0,55.81,58.14,2.3,6.98,
,"Madelaine Chocolate, It's A Girl! Solid Milk Chocolate Cigars, Milk Chocolate",32.56,2238.0,55.81,58.14,2.3,6.98,
,"The Madelaine Chocolate Company, All Natural Dark Chocolate Gift Stick",39.47,2314.0,28.95,44.74,10.5,10.53,
,"The Madelaine Chocolate Company, Solid Milk Chocolate",32.5,2301.0,55.0,57.5,2.5,7.5,
,"The Madelaine Chocolate Company, Solid Dark Chocolate",32.5,2197.0,47.5,57.5,5.0,5.0,
,Solid Milk Chocolate,33.33,2326.0,55.56,58.33,2.8,8.33,
,"The Madelaine Chocolate Company, Solid Milk Chocolate",33.33,2326.0,55.56,58.33,2.8,8.33,
,"The Madelaine Chocolate Comapny, Solid Milk Chocolate",31.58,2314.0,55.26,57.89,2.6,7.89,
,"The Madelaine Chocolate Company, Solid Dark Chocolate",31.58,2201.0,50.0,57.89,5.3,5.26,
,Solid Dark Chocolate,31.58,2201.0,50.0,57.89,5.3,5.26,
,Milk Chocolate Malt Balls,27.5,2197.0,60.0,67.5,0.0,5.0,
,"The Madelaine Chocolate Company, Solid Milk Chocolate",33.33,2326.0,55.56,58.33,2.8,8.33,
,"The Madelaine Chocolate Company, Solid Dark Chocolate",33.33,2209.0,50.0,58.33,5.6,5.56,
,"The Madelaine Chocolate Company, Solid Milk Chocolate Bunnies",31.43,2272.0,54.29,57.14,2.9,5.71,
,"The Madelaine Chocolate Company, Solid Milk Chocolate Chicks",31.58,2314.0,55.26,57.89,2.6,7.89,
,Cornichons,0.0,75.0,,3.57,,0.0,
"blé, blé, gluten de blé, blé, graines de sésame, blé",L'Envoûtante (Pain),2.1,1188.0,3.1,54.4,,10.1,
,"Too Tarts, Smartchoice, Sugar Free Spray Candy, Blu Bewwy",0.0,205.0,0.0,22.22,,0.0,
,Sour & Fruity Candy,0.0,745.0,0.0,44.44,,0.0,
